title,description,points,price,variety,region_1,variety_region
Black Box 2010 Sweet Red (California),"Black Box hops onto the popular sweet red wine train with this blend. It is, as advertised, sweet, but not too much, giving a sugary edge to the blackberries and cherries.",84,25.0,Red Blend,California,Red Blend-California
Germano Ettore 2011 Cerretta  (Barolo),"Aromas of baked plum, crushed blue flower, allspice, leather and chopped herb come together on this on young, powerfully built wine. The taut palate delivers black cherry, cinnamon, tobacco, licorice and toast alongside bracing, fine-grained tannins that need to time to come around. Drink 2021–2031.",93,70.0,Nebbiolo,Barolo,Nebbiolo-Barolo
Adelsheim 2008 Caitlin's Reserve Chardonnay (Willamette Valley),"Still quite young yet unmistakably lush, this bottling immediately shows fresh apples, white peach and plenty of new oak from 100% barrel fermentation. The lip-smacking acidity keeps fruit and oak in balance; all that is needed is a bit more bottle age. Decant it if you plan to drink it immediately.",91,40.0,Chardonnay,Willamette Valley,Chardonnay-Willamette Valley
Domaine Vico 2016 Rosé (Corse),This domaine—situated at a higher altitude than most Corsican vineyards—produces wines with an extra zest of freshness. This bottling is crisp and tight yet has great swathes of red fruit and balanced acidity. Drink now.,90,20.0,Rosé,Corse,Rosé-Corse
As Laxas 2009 Albariño (Rías Baixas),"Nice, clean and vibrant, with a welcoming set of peach, apricot and citrusy aromas. The wine is 100% correct and fresh, with clarity and flavors of apple, peach and green grapes. Shows just enough body, acid and pith on the finish, but drink now before it starts to fade.",89,18.0,Albariño,Rías Baixas,Albariño-Rías Baixas
Vellum 2012 Black Petit Verdot (Suisun Valley),"A very dry and firmly tannic wine, this doesn't give up much aroma, and the flavors also seem bound up with the astringent texture. With a bit of time some blueberry and blackberry aromas emerge, and flavors of black olive, too. This wine seems to require the most marbled steak to balance its austerity in texture, or perhaps 10 years in a cool cellar.",85,75.0,Petit Verdot,Suisun Valley,Petit Verdot-Suisun Valley
Marqués de Almonacid 2012 Vendimia Seleccionada San Nicolás De Tolentino Garnacha-Tempranillo (Cariñena),"Dense blackberry, licorice, leather and herb aromas come together nicely on this Garnacha-Tempranillo blend. Bracing, racy acidity creates edge and sharpness on the palate, while hickory-smoked plum and raspberry flavors finish with firm tannins and dashing acidity.",87,10.0,Garnacha-Tempranillo,Cariñena,Garnacha-Tempranillo-Cariñena
Evesham Wood 1998 Le Puits Sec Cuvée J Pinot Noir (Willamette Valley),"Very pungent aromas, with piercing red fruit and light touches of citrus on the nose. At first it’s shockingly tart and tight, so much so that it might throw you for a loop. After lots of time it breathes itself to life, where raspberry essence rises up. Time may allow it to shine, but now it’s hard and astringent.",86,36.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Roadhouse Winery 2014 Platinum Pinot Noir (Yorkville Highlands),"Flavor complexity is the strong suit of this multi-layered and distinctive wine. Aromas range from floral to minty to toasty to rhubarb-like, and flavors reflect an equally wide range. The texture, too, is intricate and complex, showing good balance and enough richness to project a lingering, spicy finish.",93,79.0,Pinot Noir,Yorkville Highlands,Pinot Noir-Yorkville Highlands
Fox Run 2015 Cabernet Sauvignon (Finger Lakes),"Ripe and forward black-cherry and berry notes are juxtaposed by swathes of green herb and pepper in this neatly balanced Cabernet Sauvignon. Fresh in fruit and acidity, it finishes with bold tannins and integrated tones of smoked nut and spice.",88,25.0,Cabernet Sauvignon,Finger Lakes,Cabernet Sauvignon-Finger Lakes
Yunbar 2000 Sinner's Shiraz (Barossa Valley),"How can a Barossa Shiraz be so green? Its flavors are herbal to the point of being close to cabbage or green bean, with just enough high-toned cherry fruit to be acceptable. —J.C.",82,23.0,Shiraz,Barossa Valley,Shiraz-Barossa Valley
Midnight 2011 Merlot (Paso Robles),"Fairly light aromas of red cherry juice, licorice and dried violets show on the nose, following by a rather light density on the palate as well. Hints of minty cherry and charred wood also arise, as do grippy tannins that vanish quickly.",84,36.0,Merlot,Paso Robles,Merlot-Paso Robles
Frank Family 2004 Reserve Cabernet Sauvignon (Rutherford),"Ripe and fleshy in young fruit, this Cab, with minor amounts of Cab Franc and Merlot, shows black currant, plum, cherry and cedar flavors, with a dry-sweet dusting of crushed brown herbs and spices. Fairly tannic and tight now, it's balanced enough for mid-term aging. Best 2008–2012.",89,95.0,Cabernet Sauvignon,Rutherford,Cabernet Sauvignon-Rutherford
Muirwood 2011 Pinot Noir (Arroyo Seco),"The Arroyo Seco region of Monterey is turning out to be a good source of affordable Pinot Noirs. This one is classically dry, light-bodied and silky, with tantalizing cherry, cranberry, anise and sandalwood flavors. It's one of the best values at this price in California.",88,15.0,Pinot Noir,Arroyo Seco,Pinot Noir-Arroyo Seco
Bogle 2009 Merlot (California),"Another Best Buy Merlot from Bogle. The wine is just as you want a nice Merlot to be, rich and soft and flavorful in cherries, with a kiss of smoky oak.",86,10.0,Merlot,California,Merlot-California
Castillo de Monjardin 2012 Clásico Fincas Propias Tempranillo (Navarra),"Scratchy, slightly grassy red-fruit aromas feed into a lean palate with raw acidity. Flavors of herbs, mint and tangy berry fruits lean toward green, while the finish is fresh yet abrasive.",84,9.0,Tempranillo,Navarra,Tempranillo-Navarra
Charles Melton 2009 Richelieu Grenache (South Australia),"After 26 months in French oak and additional time in bottle, this is a sumptuously silky Grenache. The complex aromas hint at roasted meat, vanilla and stewed plum, while the flavors follow suit, picking up mocha notes on the long, mouthwatering finish. Ready to drink.",90,80.0,Grenache,South Australia,Grenache-South Australia
Scratch 2014 Rosé Pinot Noir (Monterey County),"A light mauve in color, this Pinot Noir-based wine shows boisterous plum fruit, macerated strawberries and a hint of clove on the ripe nose, making it more entrée-ready than apéritif-aimed. The palate offers strawberry and bubble-gum notes deftly hidden behind a veil of sour cherry and plum-skin tartness.",89,18.0,Pinot Noir,Monterey County,Pinot Noir-Monterey County
Brander 2011 Cabernet Franc (Santa Ynez Valley),"The first to plant the grape in the Santa Ynez Valley, Fred Brander has a current Cab Franc release that hits the nose with black-as-night scents of wet potting soil and black pepper. The flavors are slow to emerge, but blueberry crumble, chocolate and crushed herbs appear with patience.",88,30.0,Cabernet Franc,Santa Ynez Valley,Cabernet Franc-Santa Ynez Valley
Rattalino 2012 Trentaquattro 34  (Barolo),"This opens with aromas that recall underbrush, sage, dried tobacco leaf and cherries marinated in spirits. The lean, tannic palate offers coffee and grilled herb but not much fruit richness.",86,59.0,Nebbiolo,Barolo,Nebbiolo-Barolo
Boheme 2014 Taylor Ridge Vineyard Chardonnay (Sonoma Coast),"Briny like lime salt, this coastal wine is lovely in stony mineral and tart oak. Medium bodied and moderate in acidity, it refreshes in a context of refinement and grace.",91,45.0,Chardonnay,Sonoma Coast,Chardonnay-Sonoma Coast
Abbazia di Novacella 2013 Pinot Grigio (Alto Adige Valle Isarco),"Enticing fragrances suggest alpine wild flower, stone fruit and savory herb. The linear palate is loaded with finesse and character, delivering creamy green apple, tangerine, mineral, white peach and mint. It's well balanced with bright acidity.",91,20.0,Pinot Grigio,Alto Adige Valle Isarco,Pinot Grigio-Alto Adige Valle Isarco
Twisted Cedar 2011 Merlot (Clarksburg),"Vague black-pepper aromas and almost neutral flavors combine for a simple, muted wine. It is medium bodied and innocuous.",81,15.0,Merlot,Clarksburg,Merlot-Clarksburg
Saxon Brown 2010 Parmelee-Hill Vineyard Owl Ridge Block Syrah (Sonoma Coast),"This lively, muscular, full-bodied wine ripples with smoky, meaty, peppery aromas. A thick, almost chewy texture partners with rowdy blackberry flavors and vivid tannins that will tame the rarest steak or wildest game.",91,38.0,Syrah,Sonoma Coast,Syrah-Sonoma Coast
Emidio Pepe 2001  Montepulciano d'Abruzzo,"Emidio Pepe shows excellent results with the 2001 vintage of his landmark Montepulciano d'Abruzzo. Made according to rigorous organic principles, the wine shows dark fruit and blackberry with bold leather and tobacco at the back. The tannins are polished and tight but the wine still shows more years of aging potential ahead.",90,105.0,Montepulciano,Montepulciano d'Abruzzo,Montepulciano-Montepulciano d'Abruzzo
Teruzzi & Puthod 2006 Terre di Tufi White (Toscana),"This popular white wine from Tuscany is aged three months in oak for extra softness and creaminess. Aromas include honey, peach and slightly roasted almond. Pair this pretty wine with spicy Indian or Thai curries.",88,19.0,White Blend,Toscana,White Blend-Toscana
Knapp 2010 Sunrise Hill Vineyard Semi-Dry Gewürztraminer (Cayuga Lake),"There's a hint of caramelized sugar on the nose of this off-dry Gewürztraminer that gives an edge to all the succulent sweet pear nectar and apple blossoms notes that permeate the palate. Elegantly floral, it finishes with a touch of characteristic orange and clove spice.",85,15.0,Gewürztraminer,Cayuga Lake,Gewürztraminer-Cayuga Lake
Las Positas 2012 Estate Reserve Cabernet Sauvignon (Livermore Valley),This estate-grown wine comes from one of Livermore's best boutique wineries. A generous mouthfeel and plenty of ripe fruit flavors make this youthful and full-bodied wine easy to taste and swallow. Hints of milk chocolate ride along with solid cherry and blueberry flavors.,89,65.0,Cabernet Sauvignon,Livermore Valley,Cabernet Sauvignon-Livermore Valley
Bodegas Langa 2012 Pi Garnacha Blanca (Spain),"Floral white-flower aromas settle on buttercup and lees notes, while in the mouth this is creamy but low on structure. Yeasty peach and apple flavors finish chunky, and overall low acidity is an issue.",85,20.0,Garnacha Blanca,Spain,Garnacha Blanca-Spain
Sebastiani 2011 Gravel Bed Red (Sonoma County),"Candied, jammy raspberry, cherry and white chocolate flavors mark this simple blend, based on Cabernet Sauvignon. Soft in tannins and acidity, it's easy to drink with burgers, lasagna, or for something different, figs and gorgonzola cheese.",86,25.0,Red Blend,Sonoma County,Red Blend-Sonoma County
Bryn Mawr Vineyards 2013 Rosé of Pinot Noir (Willamette Valley),"A pretty strawberry-colored rosé, this shows uniform scents and flavors of strawberry, with a peppery kick in the finish. It was fermented in neutral French oak.",86,20.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Recorba 2004 Crianza  (Ribera del Duero),"Hard and closed on the nose, but if you dig there's saturated yet generic dark-fruit aromas and a touch of creamy, lactic oak. The palate offers thick berry flavors and tomato, while the finish is beefy and chewy, with no shortage of tannins. Colorful and bold, but short on polish and expressiveness.",86,21.0,Tempranillo Blend,Ribera del Duero,Tempranillo Blend-Ribera del Duero
Kirkland Signature 2008 Mountain Cuvée Cabernet (Napa Valley),"A very rich, ripe, opulent Cabernet, fulsome in blackberries, blueberries, currants and licorice, nicely framed in sweet, smoky oak. Easy to drink now for its soft tannins.",89,19.0,Cabernet,Napa Valley,Cabernet-Napa Valley
Clos LaChance 2012 Murphy's Choice Pinot Noir (Santa Cruz Mountains),"Root beer, cola nut, black cherry, black raspberry and anise seed combine for an exciting nose on this bottling from a winery near Morgan Hill. The mouthfeel is full, with graphite and lively fennel-bulb spice mixing with blackberry fruit and an earthy elegance on the pleasing palate.",90,50.0,Pinot Noir,Santa Cruz Mountains,Pinot Noir-Santa Cruz Mountains
Soos Creek 2009 Ciel du Cheval Vineyard Red (Red Mountain),"This blend is 56% Cabernet Sauvignon, 22% Cabernet Franc and 22% Merlot, using grapes sourced entirely from this iconic Red Mountain vineyard. Notes of spice and iron interplay with tightly wound berry and cassis fruit. This is a steely, muscular wine, with an underpinning of graphite. History has proven that it will age beautifully.",94,35.0,Red Blend,Red Mountain,Red Blend-Red Mountain
Georges Vigouroux 2014 Château de Haute-Serre Malbec (Cahors),"On some of the highest vineyards in Cahors, this estate has a history reaching back to the Middle Ages. This latest vintage from this major estate has a firm structure and cool texture. Allied to acidity and dark tannins, the rich black fruits are going to need time to mature. Drink from 2020.",90,24.0,Malbec,Cahors,Malbec-Cahors
Domaine du Tariquet 2016 Premières Grives Gros Manseng (Côtes de Gascogne),"For this medium-sweet wine, the Grassa family has chosen one of the Southwest's great grape varieties. The Gros Manseng easily makes this style: fruity and with a fine balance between sweetness and crisp acidity. This is a young wine, named after the singing thrush (grive) in the vines. It's still developing and will be better from 2018.",91,20.0,Gros Manseng,Côtes de Gascogne,Gros Manseng-Côtes de Gascogne
